7c2b92db3dadc22f4476548c353c895c,2
ae3a3def42406222d27019cc3ad4c2ac,2
db5de048a2dfaa935588a526e5b9f0aa,1
265eb2acf3654feded34ef80f921d779,1
b6b1cb011e45af114eac64993ad7dcc6,1
4b128fbfa181c7d89fb6404e73d486fc,1
20fb8ba785402ad476b343bf21166b0c,1
53da4fc5be9013ffd498007b1c66f765,1
e6cc2aee9dfdb64336d17976b5636122,1
7cf9fcf6eb98ec020056dca19844bc80,1
13c9c3c949a83d4ae631eb1d4140f812,1
93faa5edba6a2681ca061f390781ee63,2
ac35b972ac8b8c3ec4c1226f2b11a687,2
1a6daa4f5d5598773b05421108c45906,1
4364a8a91cfaa0f3050b74638c08438b,1
fe98b9fb8c83a28d0ac62d0fd7d6c218,2
76816a273ce7fb90deb7e68c3751c0dc,2
c591a333c539e3a7e6a120c5ff2f43b9,1
522000570324d28c6501feca36af120c,2
fe570aed1bfd6ace28bdf38f10b23b89,2
78cc3d1f8549c59f7b03cf9cc9456fb9,1
50219b2c1324d6d4f5c904aef74ed43e,2
48675cdfe7c2711b8110f6b0a926f3e6,2
67731973b78430076584585e39c9f859,2
28338907a4276f4439fcde550e043b5f,2
e624730bc55f28968a401c0c517450c6,2
1d3b9d32f6cb561bbdbbaa4b038577b6,2
08629e5b2f30eb6328ef1925667d063d,1
46f63313b43f1dd4db633f14139e33be,2
5e35e4b5511dc9707c263151f5bc8ea7,2
ba9c6fdfab2a3166e91219cb996c6581,1
9dfa6365cbe9f9c55146cf40a57f3cc6,1
12c76b85964c457fad2238feff5ce4a7,2
cad6f9d2094941aed7a9524246e94791,2
8d05d1c8265aa444cffe90dbf8f9eeb2,1
f24c19d3c895d07149ad6b830b5a193a,1
3d2fe2857a8ae17878f5617a7682339c,2
be8c8b9cbaeb4d71cd70c29637473d47,2
e8a326300bc9ccfa1e12544de326ded8,1
40d5ec3844a1afb6c423eb9cf5726e77,1
ba9e1e6b3eada06749dee012e3c587d9,2
618b79b0e572111ed8ad7eb84f9d2e8c,2
205067a8f4fe2c1d1d39f7d7b52a701f,1
aaf932fb56e6eeb95b0d0ae5a20dab72,2
82aec1f273ea8b18826c1f65c1964ee0,1
44ae8d83dba898d28cc9bca681082f80,1
9aecc3ef41a18d366d04418cd110fa15,2
452c2fe1ef308da710069d9ae878ed84,1
982e241bc6b3d181a1b02552f3503171,2
92cbf9d7d211f2d52533806c406fed41,1
ca937ddf3f76c09d58eec482ec407baf,2
28da4e98e3e304c004a02d0686ac919a,1
18e603b4419c9f37c0c72856e56701c5,1
ac3123e8142104c36aeb4e6159520a88,2
fd447db05d411732e9a305ca3e3adce0,2
145f70e1b1d69e630ee17a0a91d90a97,2
35582a17061be75d4d9d3aa7d1f8d8aa,1
d0bf9b7be5a8cc58b701437d1d91fab2,2
d4c29a41413e6c39162ad1fe55a285b2,1
1426a7d4a4a39448a0360ac2ecb8cd27,2
ea8e7f2e8bf7bbcc2ebb211bc8dfb0bd,1
69b5b055a3e75f5981d27ea73cec7f37,1
bcc3cc7b4bfc57e7e793c47322200716,1
b33bf546f8368d36b1bbe9f945cad39b,2
d57872cf52f0e2e026b1ad1f8c678b74,1
20842578e9e15c03bad5e97497c510cd,1
583a60ed0bfcab7149e369f7344e0e7e,2
c63466da0b7e29be93217a0e97ddbfee,2
30f64fee89f64937912dbdfdcc73379d,1
b260db5383a7c3413cc93a119aa06816,1
1c798556c3269c834f0e49e265324370,2
8f733fe6b9a62fc94e2c05ce1425dc04,1
091928871a44b7d6adc1221bc9235350,1
e93c96539ea6ba48017bd105a61680b2,1
03570efc489d51383e403812360ffb8b,2
c3dec6e3c4b4f3158b1c555bee9755e6,1
da09be83fc01e842ac2dcd6790849c0d,2
b846741f4d033493165584ef05567b5a,1
ca0db1e260ab5c8abf6dc712f3d88db3,2
8fde2da6a43d9b2d5156892baa50e498,2
3dc8b8d373494854a1a76021bcae38e1,1
3b42726d830de160dc29fa379ce253df,1
05315737b8edbc93c502fd19502e8798,3
0c57971d61cf9aa3bb221b503fd0fb89,2
1eb13ec64b9140bcd339dc2748c9f22d,1
763c31918bfae201e4db1424b3667e27,2
4f22e778830ffe6ec708cc8d552a5dfc,2
313b01e354ec1f89d41fc470259ad434,2
e350cbc0e0edc896dddccd150d3e9d9b,1
bc148cbf4a256445c968e6933197a7bc,1
396bb12ac9b818dacfb2da90cf96ac1a,2
56dc422ff0e06415613978de224ce17f,1
c8e7d4a6ff6b0a4e5a414a50c4379882,2
7c8e237451576478216e6601d70b2f3f,1
5af04e63387f964206d571131a66426d,1
f491737d73ccb61ef80ee4e6adbfb489,1
582cc8c146ac10c49bd7d886dcd9f489,1
090a58e4846a37b8bce95dc6699a7200,2
7ff78b073bd372d0e49479bfaf24385b,1
cd6e8d4f1ea40ba1575b27687f4e1b88,1
3601852391fb6863d122db06abcc863d,1
185767ba23940e5a7e7be984d04020ee,1
c15313494bcb37fdb6c8005b8f27c3c1,2
d718b9b777dc9c99090803b683bf5c7a,2
5f4933778eda2ac7e95620d68a3c04ac,1
e91971099d58b788d2e15e0e7e0a5bd6,1
558a729947622a7126de502ff987f637,2
7bdc1264c0774379f7dba84d709f355f,2
22ca392279e9f3f4f1185dd861555287,2
ff481186e53e5f25ab1b78da323a7605,1
409b70641216111a46f833e424ff6676,2
23334211969e1fd178df35342dd01a9b,2
61eda5a11ac0eef516ba3205918694e9,1
a2e16227897fdd601c681cd7dfecd7c9,2
3d99e2fd78806159de57a2d0b3546b02,1
cc1c60694267bc16a0b4328f3236e873,2
0ce533d49fb7a00018418b3ab3d91680,1
869136ada8bb7c6bbcdc41a637fdd1b2,1
b4ead38f2add9ba95bfc61d9a80824ea,2
9aec6eecd7f6ecdafad3f4cfff28d76d,1
a33989a8ddc015dd0b6083a0060c7ff7,2
70c5cef239e87adc43af8feadfe381cd,2
f351e58e699182a406f5151a890e999b,1
0c4c1fab198ae54f628ab3574a1dd6c5,1
64cba44f3f09441293d2820e4b1658df,1
0b6f31e9217a90a3dc1ea840616460b0,1
1eb1b337b9d78de9ff35c1f42653c402,2
a0f5f7562431880640e4a4a73be2bebf,1
542db29c6527854f413197d8d741bdf4,1
e353d37f6a8cd1a66e754d07a0789a3c,2
f9b1b94b59d58b665eb2b7f9437694e3,2
c090c1bb222c8e12b7d0f7a3b6ecec5b,2
7b8f4f7c608b831a6c13fc12c7e3eaa6,1
e9082bb37f5c80a92c31ac9dff036d36,1
ab0a4680130d7d15df44aa42917d6041,1
471cc30ec5ad0149f8ec6bac239d6098,2
048555a6a5e8ea77fd309d30ee2071d8,1
9f399fac598d8bbc3db61b3b65aefeb4,1
7a2202aaf2f8b8da9f639113f78a6337,2
7039993b6a1debc4d015d662d9b6e305,1
7bcdd225108bd09eb4026594b3ffb95a,2
7208c01d8a344f1dd66a29b28f54633f,1
958a944f01ba7000463d233371d6c321,1
5244c7c98824a6bdcbda7dff93611ec9,1
00be494f35e8d5d4d642dcac55e0dbea,2
7aa15f278c34951d8af538e708889bb8,1
9f5161c33bb8a119044731e48ac36c12,2
603236b864ed833d2d6b203094f5c466,2
41c132a124a9c2a06ef42d2881890c85,2
8387f594f947ef11b47d4da877a34b18,2
